case_file, selection, crossover, mutation, is_valid_schedule, population_size, generations, crossover_rate, best_fitness, execution_time, makespan
la01, TournamentSelection, OnePointCrossover, SwapMutation, True, 500, 200, 0.8, 1356, 4.099759578704834, 678
la01, ProbabilisticTournamentSelection, OnePointCrossover, ScrambleMutation, True, 500, 200, 0.8, 1508, 4.9638261795043945, 754
